what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889389551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889416773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889418567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889420969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889462717
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889464074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889468567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889489361
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889537752
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889539687
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467889544148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889563601
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889572712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889582603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889582603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889582712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889582798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889583638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889592536
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467889592551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889625089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889627492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889673127
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1467889677152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889683704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467889697354
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889697635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467889697666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467889703797
